GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECIS,SOURCE,NOTES,FATALITIES
500,75UGA,89278,9/9/1997,1997,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Dow Jones International (11/9/97),Army attack on the LRA rebels - almost 2 weeks of fighting 'at locations near Kitgum' leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4
500,76UGA,89279,10/9/1997,1997,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Dow Jones International (11/9/97),Army attack on the LRA rebels - almost 2 weeks of fighting 'at locations near Kitgum' leading to the death of at least 40 combatants (deaths coded for the 10/9/97 event),4
500,77UGA,89280,11/9/1997,1997,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Bundibugyo,,Nyahuka,0.6833,29.9833,1,Dow Jones International (12/9/97),"ADF rebels attack a refugee camp - 21 civilians killed, 1 soldier and 1 policeman injured ",21
500,78UGA,89281,23/09/1997,1997,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,NY Times (26/10/97),ADF rebel attack - 13 killed ,13
500,80UGA,89283,29/09/1997,1997,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,The Guardian (29/9/97),LRA rebel raid - houses were burnt and 2 children abducted,0
500,79UGA,89282,29/09/1997,1997,2,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,The Guardian (29/9/97),LRA rebels move from Kitgum District to Gulu District - the move is said to be an effort to assist people living in protected towns to return to farming in order to address the impending food shortage,0
500,81UGA,89284,3/10/1997,1997,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Nwoya,,Karuma Falls,2.2667,32.25,1,Reuters News (5/10/97),LRA rebels ambushed a convoy of six cars. A bus and car were set ablaze. 8 died and many were injured,8
500,82UGA,89285,6/10/1997,1997,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,Reuters News (8/10/97),ADF rebels killed 18 and wounded several others in an attack,18
500,83UGA,89286,19/10/1997,1997,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kasese,,Rwenzori Mountains,0.35518,29.87757,2,NY Times (26/10/97),ADF attacked remote mountain community - 14 men killed,14
500,85UGA,89288,20/10/1997,1997,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,West Nile,Nebbi,,Pakwach,2.4667,31.5,1,BBC Monitoring Service: Africa (24/10/97),"LRA rebels ambushed civilian vehicles - 1 civilian killed, 10 abducted, 5 lorries destroyed. UPDF responded to the attack (coded separately)",1
500,84UGA,89287,20/10/1997,1997,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,West Nile,Nebbi,,Pakwach,2.46335,31.49832,1,BBC Monitoring Service: Africa (24/10/97),"LRA rebels ambushed civilians vehicles - UPDF responded, battle to the death of 1 soldier and the capture of 1 rebel",1
500,86UGA,89289,1/11/1997,1997,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (International),,7,37,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,Reuters News (2/11/97),Grenade attack injured 3 tourists at a campsite 5km outside of Kampala,0
500,87UGA,89290,9/11/1997,1997,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kyenjojo,,Bunfunju County,0.6667,30.85,2,Reuters News (11/11/97),ADF rebel attack - 3 adults and 3 children killed,6
500,88UGA,89291,9/11/1997,1997,1,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kabarole,,Nyakwanzi,0.7167,30.2167,2,Reuters News (11/11/97),ADF rebel attack - 2 killed,2
500,89UGA,89292,13/12/1997,1997,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Lango,Apac,,Apac,1.97556,32.53861,1,Reuters News (17/12/97),LRA rebels attacked a weekend wedding party and abducted 28 people,0
500,90UGA,89293,19/12/1997,1997,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,2,Reuters News (19/12/97),LRA rebels abduct 5 youths from villages near Gulu,0
500,91UGA,89294,23/12/1997,1997,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Rwenzori Mountains,0.35518,29.87757,2,Reuters News  (23/12/97),Battle between Ugandan army and ADF rebels,0
500,92UGA,89295,29/12/1997,1997,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Lango,Apac,,Apac,1.97556,32.53861,3,Reuters News (29/12/97),At least 7 LRA rebels killed in an ambush laid by the UPDF,7
500,93UGA,89296,4/1/1998,1998,3,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 4/11/98,LRA rebels in alliance with Sudanese military forces mass near the Ugandan border threatening to attack through Kitgum - Ugandan army deployed troops in response,0
500,94UGA,89297,5/1/1998,1998,1,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Rwenzori Mountains,0.35518,29.87757,2,Reuters (7/1/98),Ugandan army overran ADF rebels ,0
500,96UGA,89299,7/1/1998,1998,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kabarole,,Fort Portal,0.69389,30.26639,3,Reuters (7/1/98),6 people including two army soldiers killed by ADF rebels',6
500,95UGA,89298,7/1/1998,1998,2,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Reuters (7/1/98),Unidentified armed rebels shot dead assistant resident District Commissioner of Kitgum in ambush,1
500,99UGA,89302,9/1/1998,1998,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 13/11/98,Attacks by LRA rebels - causalities reported but figures not released,0
500,100UGA,89303,9/1/1998,1998,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 13/11/98,Attacks by LRA rebels - causalities reported but figures not released,0
500,97UGA,89300,9/1/1998,1998,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 13/11/98,"Attacks by LRA rebels, Ugandan army intervened - causalities reported but figures not released",0
500,98UGA,89301,9/1/1998,1998,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Africa - Political 13/11/98,"Attacks by LRA rebels, Ugandan army intervened - causalities reported but figures not released",0
500,101UGA,89304,15/01/1998,1998,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,2,Reuters (15/1/98),LRA rebels shot and wounded a local intelligence officer in an ambush,1
500,102UGA,89305,15/01/1998,1998,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Reuters (19/1/98),Ugandan army attacked and destroyed LRA rebel camps ,0
500,104UGA,89307,16/01/1998,1998,2,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,South Western,Bushenyi,,Kamengo,-0.5853,30.2114,3,Xinhua News Agency (30/1/98),One of six rebel camps destroyed by Ugandan army,0
500,105UGA,89308,16/01/1998,1998,2,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,Xinhua News Agency (30/1/98),One of six rebel camps destroyed by Ugandan army,0
500,106UGA,89309,16/01/1998,1998,2,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,Xinhua News Agency (30/1/98),One of six rebel camps destroyed by Ugandan army,0
500,107UGA,89310,16/01/1998,1998,2,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,Xinhua News Agency (30/1/98),One of six rebel camps destroyed by Ugandan army,0
500,108UGA,89311,16/01/1998,1998,2,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,Xinhua News Agency (30/1/98),One of six rebel camps destroyed by Ugandan army,0
500,109UGA,89312,16/01/1998,1998,2,Battle-Government regains territory,Military Forces of Uganda (1986-),,1,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,12,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,3,Xinhua News Agency (30/1/98),One of six rebel camps destroyed by Ugandan army,0
500,103UGA,89306,16/01/1998,1998,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,Xinhua News Agency (30/1/98),12 LRA killed in fighting with Ugandan army ,12
500,110UGA,89313,21/01/1998,1998,2,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Western,Kasese,,Kasese,0.18333,30.08333,1,Reuters (21/1/98),Rebel chief killed by unidentified gunmen,1
500,111UGA,89314,5/2/1998,1998,2,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Xinhua News Agency (16/2/98),"Rebel leader Kony, and his LRA rebel fighters entered northern Uganda from Sudan, the fighters were divided into small units in Kitgum",0
500,112UGA,89315,5/2/1998,1998,1,Riots/Protests,Protesters (Uganda),,6,,,0,60,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,BBC Monitoring Service: Africa (5/2/98),Ugandan army veterans protest against demobilisation arrangements made by the government - 14 were arrested ,0
500,113UGA,89316,8/2/1998,1998,2,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Xinhua News Agency (16/2/98),Rebel leader Kony reportedly held meetings with his field commanders to plan attacks on Gulu and Kitgum Districts,0
500,114UGA,89317,11/2/1998,1998,2,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Agago,,Agago County,2.8333,33.3333,2,Reuters (11/2/98),LRA rebels kill 8 people in a raid ,8
500,115UGA,89318,13/02/1998,1998,1,Violence against civilians,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),,7,37,Uganda,Central 1,Mpigi,,Mpigi,0.225,32.31361,3,BBC Monitoring Serivce: Africa (17/2/98),Former police chief was shot dead by unknown assailants,1
500,116UGA,89319,16/02/1998,1998,3,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Xinhua News Agency (16/2/98),Ugandan army launched an offence against the LRA rebels (dates or duration not reported),0
500,118UGA,89321,18/02/1998,1998,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,1,Reuters (26/2/98),LRA rebel attack on Kitgum town,0
500,117UGA,89320,18/02/1998,1998,1,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Unidentified Armed Group (Uganda),,3,23,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,1,Reuters (26/2/98),LRA rebels 'were repulsed' from Kitgum town - unknown whether the defenders were locals or army personnel,0
500,119UGA,89322,20/02/1998,1998,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kabarole,,Fort Portal,0.69389,30.26639,3,Reuters (20/2/98),ADF rebels killed 2 students and abducted about 30 from a school in Kabarole District,2
500,120UGA,89323,24/02/1998,1998,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Uganda),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,1,Reuters (26/2/98),LRA rebels abduct 15 from Kitgum town,0
500,121UGA,89324,25/02/1998,1998,2,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Western,Kabarole,,Fort Portal,0.69389,30.26639,1,Reuters (25/2/98),3 civilians killed in an ambush by ADF rebels,3
500,122UGA,89325,1/3/1998,1998,3,Battle-No change of territory,LRA: Lord's Resistance Army,,2,Military Forces of Uganda (1986-),,1,12,Uganda,Acholi,Kitgum,,Labongo Gali,3.3167,32.8833,1,All Africa 1/6/98,Battle between Ugandan army and LRA rebels - 7 rebels killed,7
500,123UGA,89326,5/3/1998,1998,3,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,Reuters (5/3/98),Continued fighting between Ugandan army and LRA rebels forced the rebels back into Sudan (dates or duration unknown),0
500,124UGA,89327,9/3/1998,1998,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,BBC Monitoring Serive: Africa (18/3/98),Ugandan army ambushed LRA rebels - 40 abductees were rescued,0
500,125UGA,89328,13/03/1998,1998,1,Riots/Protests,Rioters (Uganda),,5,,,0,50,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,Reuters (14/3/98),Sudanese prisoners in Kampala rioted in a plea to be repatriated - police intervened using tear gas,0
500,126UGA,89329,23/03/1998,1998,1,Violence against civilians,Police Forces of Uganda (1986-),,1,Civilians (Uganda),,7,17,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,Reuters (24/3/98),7 people shot dead by rogue policeman who later committed suicide,7
500,127UGA,89330,28/03/1998,1998,3,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,2,Xinhua News Agency 10/4/98,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0
500,128UGA,89331,28/03/1998,1998,3,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,2,Xinhua News Agency 10/4/98,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0
500,129UGA,89332,30/03/1998,1998,3,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,2,Xinhua News Agency 10/4/98,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0
500,130UGA,89333,30/03/1998,1998,3,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,2,Xinhua News Agency 10/4/98,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0
500,131UGA,89334,4/4/1998,1998,1,Remote violence,NALU: National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,1,"Xinhua News Agency (8/4/98), All Africa 17/4/98 Reuters 8/4/98",4 killed and several injured in two bomb blasts in Kampala - NALU/ NULU rebels claimed responsibility for the attack,4
500,132UGA,89335,5/4/1998,1998,1,Violence against civilians,Pokot Ethnic Militia (Uganda),,4,Civilians (Uganda),,7,47,Uganda,Karamoja,Moroto,,Moroto,2.4958,34.6694,3,Reuters 11/4/98,Cattle raid by Pokot tribe - details not specified,0
500,133UGA,89336,6/4/1998,1998,3,Violence against civilians,ADF-NALU: Allied Democratic Forces-National Army for the Liberation of Uganda,,2,Civilians (Uganda),,7,27,Uganda,Central 1,Kampala,,Kampala,0.3156,32.5656,2,Xinhua News Agency 10/4/98,One of five surprise attacks attributed to ADF rebels over the course of three weeks (details not specified),0
